mechanism,rate,rate_pct,gene,rmse_mean,rmse_std,mae_mean,n_reps,n_predictors_selected_mean
mcar,0.3,30,FOXC1,0.7215025766558669,0.019216664979302592,0.5325841646980736,5,23.6
mcar,0.3,30,FGFR4,0.8004205616116092,0.04929877378153414,0.5414705968310533,5,23.8
mcar,0.3,30,MYC,0.8109438447471111,0.026510242519753667,0.6511685718718148,5,23.0
mcar,0.3,30,KRT17,0.8164750402775219,0.06338980928649722,0.5402068122379131,5,10.2
mcar,0.3,30,CDH3,0.8281121073532827,0.03292013352799802,0.6122929998786801,5,22.8
mcar,0.3,30,PGR,0.8435429820849224,0.03913456598716025,0.6484167749317534,5,20.6
mcar,0.3,30,ESR1,0.9334731278148283,0.025297287837412953,0.7318121093595812,5,22.8
mcar,0.3,30,PHGDH,0.9350924307368305,0.01373421742689611,0.7379364738494402,5,23.0
mcar,0.3,30,SLC39A6,0.9656186890304325,0.021410598318618333,0.7668232554985301,5,23.8
mcar,0.3,30,SFRP1,0.9713657194914184,0.022570381766608503,0.6811214728348115,5,20.0
mcar,0.3,30,MAPT,1.0820396024371883,0.02199420231290062,0.8241297462768804,5,23.6
mcar,0.3,30,NAT1,1.256572019525721,0.02955157536151903,0.9738097908399908,5,23.4
mcar,0.3,30,MMP11,1.2700905095969737,0.08065884589443184,0.9912465222079634,5,19.8
