imputer,missing_rate,replicate,fold,rmse,mae,n_masked_test_values
"KNN(k=5,dist)",0.2,2,5,2.1517528337355847,1.3270033924956401,245
RFECA_SVR(k=5),0.2,2,1,2.174384177703925,1.4886388709576932,236
RFECA_SVR(k=5),0.2,2,2,2.0275350785338158,1.3827889986248731,205
RFECA_SVR(k=5),0.2,2,3,2.3570963357508528,1.6089037019304226,243
RFECA_SVR(k=5),0.2,2,4,2.01754450211318,1.474497017542062,239
RFECA_SVR(k=5),0.2,2,5,2.4069842191137267,1.4893366153131486,245
RFECA_SVR(k=10),0.2,2,1,2.486824828960241,1.750456111235499,236
RFECA_SVR(k=10),0.2,2,2,2.27223081138347,1.403702030620449,205
RFECA_SVR(k=10),0.2,2,3,2.514731060394161,1.712854206971786,243
RFECA_SVR(k=10),0.2,2,4,2.2868219887503427,1.6310926332583775,239
RFECA_SVR(k=10),0.2,2,5,2.478919482195528,1.557876416605155,245
RFECA_SVR(k=20),0.2,2,1,2.4216886489527836,1.7488070078516766,236
RFECA_SVR(k=20),0.2,2,2,2.747655336970332,1.7826808456347385,205
RFECA_SVR(k=20),0.2,2,3,2.548950374827325,1.7921423691221527,243
RFECA_SVR(k=20),0.2,2,4,2.7552024695714508,1.9985703417137295,239
RFECA_SVR(k=20),0.2,2,5,2.6329317915820183,1.8452372882781423,245
SimpleMean,0.2,3,1,2.7673206604893337,2.057115280630297,233
SimpleMean,0.2,3,2,3.178031031703174,2.2762896400008445,243
SimpleMean,0.2,3,3,2.6670388838361734,1.9364949318111087,233
SimpleMean,0.2,3,4,2.8564159649628165,2.1180143314420476,221
SimpleMean,0.2,3,5,2.7834712699418045,2.0179348331410045,206
"KNN(k=5,dist)",0.2,3,1,2.185695835034946,1.4433981135233094,233
"KNN(k=5,dist)",0.2,3,2,2.08239978066909,1.4772936953804057,243
"KNN(k=5,dist)",0.2,3,3,1.9358263077794182,1.3369238346090355,233
"KNN(k=5,dist)",0.2,3,4,2.0892854499540627,1.4161234409682024,221
"KNN(k=5,dist)",0.2,3,5,2.164466904665007,1.546603565997026,206
RFECA_SVR(k=5),0.2,3,1,2.2417037142566913,1.4897118333078403,233
RFECA_SVR(k=5),0.2,3,2,2.1255359408301326,1.5206925343804039,243
RFECA_SVR(k=5),0.2,3,3,2.278442921283828,1.495838834600708,233
RFECA_SVR(k=5),0.2,3,4,2.034753710581342,1.4477149524672226,221
RFECA_SVR(k=5),0.2,3,5,2.0994368821718536,1.3598631083169335,206
RFECA_SVR(k=10),0.2,3,1,2.358991179133363,1.6588913404273873,233
RFECA_SVR(k=10),0.2,3,2,2.2564969491677354,1.569162828207571,243
RFECA_SVR(k=10),0.2,3,3,2.6314546202852664,1.7864100405644088,233
RFECA_SVR(k=10),0.2,3,4,2.1637568109220897,1.5055168436491346,221
RFECA_SVR(k=10),0.2,3,5,2.3486507756065613,1.5432776812271198,206
RFECA_SVR(k=20),0.2,3,1,2.79901306702724,1.9884309528451707,233
RFECA_SVR(k=20),0.2,3,2,2.8323233217409842,1.9497872544152022,243
RFECA_SVR(k=20),0.2,3,3,2.9532998638510928,2.0337368609121054,233
RFECA_SVR(k=20),0.2,3,4,2.505055753102155,1.787370148030076,221
RFECA_SVR(k=20),0.2,3,5,2.698043499793507,1.8928413141873797,206
SimpleMean,0.2,4,1,2.5086013215555325,1.8687954785284284,236
SimpleMean,0.2,4,2,2.9294312055019405,2.182870093904178,235
SimpleMean,0.2,4,3,2.9126079621221437,2.1519934604607047,229
SimpleMean,0.2,4,4,2.4992858081561145,1.8794476161007048,205
SimpleMean,0.2,4,5,3.148388329204157,2.2282858934056065,231
"KNN(k=5,dist)",0.2,4,1,2.0951768393850014,1.3743470885978417,236
"KNN(k=5,dist)",0.2,4,2,2.1304935938805882,1.5117011836766967,235
"KNN(k=5,dist)",0.2,4,3,2.544072864652332,1.6292606637934608,229
"KNN(k=5,dist)",0.2,4,4,1.770872364554702,1.3676092339619654,205
"KNN(k=5,dist)",0.2,4,5,2.463448698632507,1.586411742870616,231
RFECA_SVR(k=5),0.2,4,1,2.2707115498907813,1.4057317364409525,236
RFECA_SVR(k=5),0.2,4,2,2.0852148896122538,1.4614843110048052,235
RFECA_SVR(k=5),0.2,4,3,2.441234802236196,1.4982102108209494,229
RFECA_SVR(k=5),0.2,4,4,2.0144432635834657,1.411211989243309,205
RFECA_SVR(k=5),0.2,4,5,2.594052040197619,1.692221603787482,231
RFECA_SVR(k=10),0.2,4,1,2.1909576576629113,1.5096327286348326,236
RFECA_SVR(k=10),0.2,4,2,2.2913135769040758,1.5828189919881095,235
RFECA_SVR(k=10),0.2,4,3,2.6209895054483856,1.6391832924216345,229
RFECA_SVR(k=10),0.2,4,4,2.136617918786488,1.5239834048768666,205
RFECA_SVR(k=10),0.2,4,5,3.077130546781437,1.883331973587955,231
RFECA_SVR(k=20),0.2,4,1,2.3857364817871205,1.7104618120691941,236
RFECA_SVR(k=20),0.2,4,2,2.6181034199394495,1.8717388032082996,235
RFECA_SVR(k=20),0.2,4,3,3.01122599282558,1.8516155512450776,229
RFECA_SVR(k=20),0.2,4,4,2.232911242011475,1.6062338093630162,205
RFECA_SVR(k=20),0.2,4,5,2.8518951333378504,1.9799078515431718,231
SimpleMean,0.2,5,1,2.541881152705508,1.9588734786616715,238
SimpleMean,0.2,5,2,3.0095399288404017,2.193416944587015,235
SimpleMean,0.2,5,3,2.6075929866156513,1.9431826306040356,233
SimpleMean,0.2,5,4,2.728343028705477,2.092210579293704,217
SimpleMean,0.2,5,5,2.616770508485512,1.8780784593214448,219
"KNN(k=5,dist)",0.2,5,1,1.942572555475363,1.3435919520803723,238
"KNN(k=5,dist)",0.2,5,2,2.200828877599488,1.5003831068580524,235
"KNN(k=5,dist)",0.2,5,3,1.9952079781973229,1.3230884908617198,233
"KNN(k=5,dist)",0.2,5,4,1.8187991579523348,1.3537249032436771,217
"KNN(k=5,dist)",0.2,5,5,2.09718094171757,1.4004609471867024,219
RFECA_SVR(k=5),0.2,5,1,1.9134377993155558,1.3761175139358335,238
RFECA_SVR(k=5),0.2,5,2,2.139608552689025,1.474848909181438,235
RFECA_SVR(k=5),0.2,5,3,1.9616828417520953,1.3445624170645625,233
RFECA_SVR(k=5),0.2,5,4,1.9206098939873577,1.4142833155349697,217
RFECA_SVR(k=5),0.2,5,5,2.147421413867221,1.3758159505504632,219
RFECA_SVR(k=10),0.2,5,1,1.9678870115126936,1.4335162750543098,238
RFECA_SVR(k=10),0.2,5,2,2.3449300562754236,1.567279711204839,235
RFECA_SVR(k=10),0.2,5,3,2.285321205242949,1.510816187963144,233
RFECA_SVR(k=10),0.2,5,4,2.12572852166287,1.5435274462918815,217
RFECA_SVR(k=10),0.2,5,5,2.2574177430640794,1.508942612959597,219
RFECA_SVR(k=20),0.2,5,1,2.559087303564481,1.8806520770641455,238
RFECA_SVR(k=20),0.2,5,2,2.73543438948827,1.865965934927914,235
RFECA_SVR(k=20),0.2,5,3,2.650191639018341,1.7826720186667504,233
RFECA_SVR(k=20),0.2,5,4,2.3395672948502533,1.6980019574582272,217
RFECA_SVR(k=20),0.2,5,5,3.0152510489323587,2.044901673457038,219
SimpleMean,0.2,6,1,2.8417259766155327,2.044517287924384,249
SimpleMean,0.2,6,2,3.008485241577993,2.223218812795247,240
SimpleMean,0.2,6,3,2.7257070883490555,2.0383785298689134,195
SimpleMean,0.2,6,4,2.7386503180004698,2.052097308613899,232
SimpleMean,0.2,6,5,2.4540107430071836,1.796321129034751,192
"KNN(k=5,dist)",0.2,6,1,2.03487652498459,1.4300634237786227,249
"KNN(k=5,dist)",0.2,6,2,2.2290940546126166,1.5752727231314774,240
"KNN(k=5,dist)",0.2,6,3,2.0871193457889192,1.4411717450777355,195
"KNN(k=5,dist)",0.2,6,4,2.0007484192762632,1.3541141299392796,232
"KNN(k=5,dist)",0.2,6,5,1.7393119305258467,1.261971989134472,192
RFECA_SVR(k=5),0.2,6,1,2.157397083470335,1.3954761621360712,249
RFECA_SVR(k=5),0.2,6,2,2.267106859614179,1.5207259281629275,240
RFECA_SVR(k=5),0.2,6,3,2.0552423618742135,1.4761963502061102,195
RFECA_SVR(k=5),0.2,6,4,2.168373217696355,1.5113606943825224,232
RFECA_SVR(k=5),0.2,6,5,1.7925634865714428,1.218272103048812,192
RFECA_SVR(k=10),0.2,6,1,2.092206862196669,1.5140805721981898,249
RFECA_SVR(k=10),0.2,6,2,2.492702285712782,1.6798702833947978,240
RFECA_SVR(k=10),0.2,6,3,2.272881546312301,1.6388192387127745,195
RFECA_SVR(k=10),0.2,6,4,2.3512950712196647,1.6377170314409886,232
RFECA_SVR(k=10),0.2,6,5,1.8954745630441368,1.301205342366029,192
RFECA_SVR(k=20),0.2,6,1,2.5356568336937717,1.7143967380819305,249
RFECA_SVR(k=20),0.2,6,2,3.2304549624834937,2.160800562537721,240
RFECA_SVR(k=20),0.2,6,3,2.533771027934288,1.8464861575638822,195
RFECA_SVR(k=20),0.2,6,4,2.61537454778115,1.836183905495934,232
RFECA_SVR(k=20),0.2,6,5,2.070605650197207,1.4692391368765667,192
SimpleMean,0.2,7,1,2.4071377709363904,1.7472330471902948,251
SimpleMean,0.2,7,2,3.0170273515749995,2.2408886020517405,248
SimpleMean,0.2,7,3,2.6999649233607803,1.9120185716758251,224
SimpleMean,0.2,7,4,2.7563492017778195,2.001981055479879,202
SimpleMean,0.2,7,5,2.665251943946263,1.929376495719626,234
"KNN(k=5,dist)",0.2,7,1,1.8957876091038086,1.3538929003524476,251
"KNN(k=5,dist)",0.2,7,2,2.0838585106925716,1.4524651424399293,248
"KNN(k=5,dist)",0.2,7,3,2.04930567933056,1.3706886782368248,224
"KNN(k=5,dist)",0.2,7,4,2.163589951026674,1.4313016601238213,202
"KNN(k=5,dist)",0.2,7,5,2.2938473070883387,1.4682576195251822,234
RFECA_SVR(k=5),0.2,7,1,1.839389269413037,1.345088193938761,251
RFECA_SVR(k=5),0.2,7,2,2.01294262120375,1.461220292098607,248
RFECA_SVR(k=5),0.2,7,3,2.039134877115827,1.4034197705932026,224
RFECA_SVR(k=5),0.2,7,4,2.170012209321008,1.4494009735132005,202
RFECA_SVR(k=5),0.2,7,5,2.306266025123114,1.515919775983926,234
RFECA_SVR(k=10),0.2,7,1,1.8565972231489012,1.4245536662597043,251
RFECA_SVR(k=10),0.2,7,2,2.124748957237724,1.54464421488458,248
RFECA_SVR(k=10),0.2,7,3,2.2470197056015024,1.5285298466098403,224
RFECA_SVR(k=10),0.2,7,4,2.5476689449418752,1.7297311938923357,202
RFECA_SVR(k=10),0.2,7,5,2.4014196144427022,1.5682753959417541,234
RFECA_SVR(k=20),0.2,7,1,2.1990370575339906,1.602769989732122,251
RFECA_SVR(k=20),0.2,7,2,2.6730230094340044,1.9585077045281227,248
RFECA_SVR(k=20),0.2,7,3,2.521167800433976,1.6789343991308814,224
RFECA_SVR(k=20),0.2,7,4,2.7223409361889854,1.8204732792327307,202
RFECA_SVR(k=20),0.2,7,5,2.7822332777725554,1.9269408170783535,234
SimpleMean,0.2,8,1,2.4815973323773606,1.7962018616673627,241
SimpleMean,0.2,8,2,2.782538880112373,2.0927349438755227,247
SimpleMean,0.2,8,3,2.5237739501658223,1.8716288329621318,200
SimpleMean,0.2,8,4,2.9802474948757744,2.2922462174190885,242
SimpleMean,0.2,8,5,3.0554593717627436,2.092201879579037,255
"KNN(k=5,dist)",0.2,8,1,1.7788187419733679,1.2590869227050767,241
"KNN(k=5,dist)",0.2,8,2,2.075469676000401,1.4464293744983698,247
"KNN(k=5,dist)",0.2,8,3,1.767338546514593,1.267943705144505,200
"KNN(k=5,dist)",0.2,8,4,2.2134665240904767,1.5170349240077758,242
"KNN(k=5,dist)",0.2,8,5,2.5143484523994095,1.5665430931983737,255
RFECA_SVR(k=5),0.2,8,1,2.098638203647954,1.3877281101367036,241
RFECA_SVR(k=5),0.2,8,2,2.037676944799751,1.462387167030176,247
RFECA_SVR(k=5),0.2,8,3,1.9256949741286666,1.3176168805130337,200
RFECA_SVR(k=5),0.2,8,4,2.1948665380736103,1.5832723533739428,242
RFECA_SVR(k=5),0.2,8,5,2.657963338335046,1.6380310857460032,255
RFECA_SVR(k=10),0.2,8,1,2.117995476779296,1.4859963612758167,241
RFECA_SVR(k=10),0.2,8,2,2.33080952219566,1.5565667689546374,247
RFECA_SVR(k=10),0.2,8,3,2.0414785470852244,1.4612702954717505,200
RFECA_SVR(k=10),0.2,8,4,2.417998068385405,1.6738192368408713,242
RFECA_SVR(k=10),0.2,8,5,2.9029491033931327,1.8376163729558928,255
RFECA_SVR(k=20),0.2,8,1,2.5363822577749615,1.7614256804594262,241
RFECA_SVR(k=20),0.2,8,2,2.4454981737932306,1.7576135405521427,247
RFECA_SVR(k=20),0.2,8,3,2.279920070237875,1.7032405822024521,200
RFECA_SVR(k=20),0.2,8,4,2.8297979193424614,2.0435431050487782,242
RFECA_SVR(k=20),0.2,8,5,3.106730683618605,2.0401313290931373,255
SimpleMean,0.2,9,1,2.3845998649383913,1.8188080477690658,242
SimpleMean,0.2,9,2,2.706052501754909,2.1161130556534755,259
SimpleMean,0.2,9,3,2.6840877071890934,2.047441013072049,245
SimpleMean,0.2,9,4,2.599112375241756,1.9453196565876338,224
SimpleMean,0.2,9,5,2.738198393275281,1.9818927853342638,229
"KNN(k=5,dist)",0.2,9,1,2.0553483768595364,1.4275684828300623,242
"KNN(k=5,dist)",0.2,9,2,1.8344126113913988,1.3284698139026687,259
"KNN(k=5,dist)",0.2,9,3,1.99610287853874,1.363739126284534,245
"KNN(k=5,dist)",0.2,9,4,1.8290090139945374,1.317893449487806,224
"KNN(k=5,dist)",0.2,9,5,2.253160766721808,1.413691630489508,229
RFECA_SVR(k=5),0.2,9,1,2.1451480397864136,1.4246277715906286,242
RFECA_SVR(k=5),0.2,9,2,1.980373555176186,1.3662512969803493,259
RFECA_SVR(k=5),0.2,9,3,2.5294163471096507,1.613204244833717,245
RFECA_SVR(k=5),0.2,9,4,1.905444336126003,1.3618453077429469,224
RFECA_SVR(k=5),0.2,9,5,2.3118896251810104,1.449848803384417,229
RFECA_SVR(k=10),0.2,9,1,2.1170568679164905,1.507505000323634,242
RFECA_SVR(k=10),0.2,9,2,2.499458721703218,1.6251251304112575,259
RFECA_SVR(k=10),0.2,9,3,2.621867988387081,1.7299354464293466,245
RFECA_SVR(k=10),0.2,9,4,2.004302272113136,1.4670155409308663,224
RFECA_SVR(k=10),0.2,9,5,2.3909723463500905,1.5317664469063792,229
RFECA_SVR(k=20),0.2,9,1,2.154397193599795,1.5737911481635454,242
RFECA_SVR(k=20),0.2,9,2,2.5273138460649727,1.8165647421731212,259
RFECA_SVR(k=20),0.2,9,3,2.853455277531167,1.8375098192568333,245
RFECA_SVR(k=20),0.2,9,4,2.460465699683584,1.7283834458168024,224
RFECA_SVR(k=20),0.2,9,5,2.694164641999263,1.7628824935917395,229
SimpleMean,0.3,0,1,2.811516785828451,2.117756957989484,367
SimpleMean,0.3,0,2,2.8561757276728263,2.0893722757487825,375
SimpleMean,0.3,0,3,2.668659147604996,1.9676575426199623,341
SimpleMean,0.3,0,4,2.7958185274377962,2.149799032999526,370
SimpleMean,0.3,0,5,2.795777587471841,2.013206921001259,344
"KNN(k=5,dist)",0.3,0,1,2.055335300529331,1.4634964070398782,367
"KNN(k=5,dist)",0.3,0,2,2.143569574617867,1.4923074588710497,375
"KNN(k=5,dist)",0.3,0,3,2.1872644619087134,1.444570672637317,341
"KNN(k=5,dist)",0.3,0,4,1.9321493601787327,1.4032158063000815,370
"KNN(k=5,dist)",0.3,0,5,2.060248474571056,1.4045585253518824,344
RFECA_SVR(k=5),0.3,0,1,2.2906052570017845,1.6149940448924371,367
RFECA_SVR(k=5),0.3,0,2,2.2393516460835077,1.5563754502556857,375
RFECA_SVR(k=5),0.3,0,3,2.2507694379576506,1.4506406136436856,341
RFECA_SVR(k=5),0.3,0,4,2.268055112344787,1.6054466307298323,370
RFECA_SVR(k=5),0.3,0,5,2.0529636754698624,1.3784491325800323,344
RFECA_SVR(k=10),0.3,0,1,2.5888565045792906,1.8027188962953218,367
RFECA_SVR(k=10),0.3,0,2,2.7227805927383466,1.829892284749935,375
RFECA_SVR(k=10),0.3,0,3,2.7024766275172687,1.8152913932482009,341
RFECA_SVR(k=10),0.3,0,4,2.492185921759768,1.8089919543187927,370
RFECA_SVR(k=10),0.3,0,5,2.2741926418786966,1.6026515358820475,344
RFECA_SVR(k=20),0.3,0,1,2.771113318789325,1.9574393208266827,367
RFECA_SVR(k=20),0.3,0,2,3.1096360668434135,2.1664078470858166,375
RFECA_SVR(k=20),0.3,0,3,3.2006936286189385,2.1422160709950067,341
RFECA_SVR(k=20),0.3,0,4,2.960165179087162,2.0285409124483933,370
RFECA_SVR(k=20),0.3,0,5,2.6068212119074436,1.846183202309448,344
SimpleMean,0.3,1,1,2.6486001346592234,1.950799159623382,349
SimpleMean,0.3,1,2,3.074132983265932,2.283861639135435,344
SimpleMean,0.3,1,3,2.68336502475328,1.9801783093631606,337
SimpleMean,0.3,1,4,2.7198524912623543,2.0601883796313163,352
SimpleMean,0.3,1,5,2.852945248427528,2.054053724510124,342
"KNN(k=5,dist)",0.3,1,1,2.1022424275895446,1.4615085799996874,349
"KNN(k=5,dist)",0.3,1,2,2.2598748101778607,1.504555510166098,344
"KNN(k=5,dist)",0.3,1,3,1.9555345568509481,1.306426903192915,337
"KNN(k=5,dist)",0.3,1,4,1.8947481687113943,1.3713345017912435,352
"KNN(k=5,dist)",0.3,1,5,2.204953734063778,1.3958547737709395,342
RFECA_SVR(k=5),0.3,1,1,2.426389008421639,1.6574696131544044,349
RFECA_SVR(k=5),0.3,1,2,2.1890132746711375,1.626442854578161,344
RFECA_SVR(k=5),0.3,1,3,2.217982288044941,1.4931679979164598,337
RFECA_SVR(k=5),0.3,1,4,2.079780742745629,1.5307856819746901,352
RFECA_SVR(k=5),0.3,1,5,2.5277008103004293,1.5502448974635727,342
RFECA_SVR(k=10),0.3,1,1,2.930764896417818,1.9571079914970637,349
RFECA_SVR(k=10),0.3,1,2,2.3509307705035454,1.678304788712585,344
RFECA_SVR(k=10),0.3,1,3,2.660716466534869,1.803916707817235,337
RFECA_SVR(k=10),0.3,1,4,2.3058289118038564,1.6493513876962695,352
RFECA_SVR(k=10),0.3,1,5,3.1761406393319565,1.8525624274996595,342
RFECA_SVR(k=20),0.3,1,1,3.246336750764123,2.024331329354017,349
RFECA_SVR(k=20),0.3,1,2,2.8997199757926566,2.0285182452234944,344
RFECA_SVR(k=20),0.3,1,3,2.830432063498642,1.9628667090418914,337
RFECA_SVR(k=20),0.3,1,4,2.731089659762743,2.035293114128322,352
RFECA_SVR(k=20),0.3,1,5,3.2284159798169307,2.136424030030497,342
SimpleMean,0.3,2,1,2.8145406800074246,2.006454185812233,362
SimpleMean,0.3,2,2,3.020798240752877,2.2419988117473646,371
SimpleMean,0.3,2,3,2.914492436534213,2.0463256420492617,351
SimpleMean,0.3,2,4,2.691891503621963,2.006040377387033,341
SimpleMean,0.3,2,5,2.677624356950376,1.9298300462567028,322
"KNN(k=5,dist)",0.3,2,1,2.156165479941475,1.4332888069000864,362
"KNN(k=5,dist)",0.3,2,2,2.249871144647527,1.524735945874708,371
"KNN(k=5,dist)",0.3,2,3,2.4572561330719487,1.4952882263945597,351
"KNN(k=5,dist)",0.3,2,4,2.071649897163135,1.376357679451879,341
"KNN(k=5,dist)",0.3,2,5,2.3575751188714222,1.4762405491333674,322
RFECA_SVR(k=5),0.3,2,1,2.401591299356743,1.6381676745324647,362
RFECA_SVR(k=5),0.3,2,2,2.3493744467615807,1.6511650114173948,371
RFECA_SVR(k=5),0.3,2,3,2.488464822626147,1.5916384884517485,351
RFECA_SVR(k=5),0.3,2,4,2.0023497449694188,1.4816248463343362,341
RFECA_SVR(k=5),0.3,2,5,2.238404811542413,1.4945386967735719,322
RFECA_SVR(k=10),0.3,2,1,2.4983653468187703,1.75347795646246,362
RFECA_SVR(k=10),0.3,2,2,2.7784852485425287,1.9313495458050427,371
RFECA_SVR(k=10),0.3,2,3,2.722119818744429,1.8097926132215538,351
RFECA_SVR(k=10),0.3,2,4,2.3582760613352183,1.6412072306193555,341
RFECA_SVR(k=10),0.3,2,5,2.4084693158213737,1.6331013185978254,322
RFECA_SVR(k=20),0.3,2,1,3.022487186508172,1.9530669593746135,362
RFECA_SVR(k=20),0.3,2,2,3.016149262621483,2.0079115104284195,371
RFECA_SVR(k=20),0.3,2,3,3.066900148703602,2.15020770672227,351
RFECA_SVR(k=20),0.3,2,4,2.3454073801928756,1.6269137494562147,341
RFECA_SVR(k=20),0.3,2,5,2.9866149557061545,2.0113962080825116,322
SimpleMean,0.3,3,1,2.7666015940746953,1.9896415463490171,364
SimpleMean,0.3,3,2,2.87888268358242,2.1668389474077268,364
SimpleMean,0.3,3,3,2.691806359594696,1.984370762386305,332
SimpleMean,0.3,3,4,2.978263687682231,2.252163323832149,347
SimpleMean,0.3,3,5,2.5760500371767465,1.8859224269921817,360
"KNN(k=5,dist)",0.3,3,1,2.024326976997148,1.4062419851337302,364
"KNN(k=5,dist)",0.3,3,2,2.0914282523057084,1.5190789884230391,364
"KNN(k=5,dist)",0.3,3,3,1.9256591690967944,1.332122256024406,332
"KNN(k=5,dist)",0.3,3,4,2.3128162662353047,1.6185252465912732,347
"KNN(k=5,dist)",0.3,3,5,2.0907219177121066,1.4163354789602927,360
RFECA_SVR(k=5),0.3,3,1,2.1022539903566977,1.4856140384324574,364
RFECA_SVR(k=5),0.3,3,2,2.5389525851013506,1.7178591628195525,364
RFECA_SVR(k=5),0.3,3,3,2.245112836305353,1.5003216172778382,332
RFECA_SVR(k=5),0.3,3,4,2.138635033289467,1.5164468724680744,347
RFECA_SVR(k=5),0.3,3,5,2.1431578914627143,1.42274850009776,360
RFECA_SVR(k=10),0.3,3,1,2.5334785726239986,1.7635642853074527,364
RFECA_SVR(k=10),0.3,3,2,2.5976925503503776,1.8102886605590773,364
RFECA_SVR(k=10),0.3,3,3,2.6387766348912924,1.6900571253252055,332
RFECA_SVR(k=10),0.3,3,4,2.231009512056231,1.514864296123491,347
RFECA_SVR(k=10),0.3,3,5,2.4580862879913496,1.6666203362920413,360
RFECA_SVR(k=20),0.3,3,1,2.6872922289942487,1.8968490072647954,364
RFECA_SVR(k=20),0.3,3,2,3.1146669409998125,2.071654375867865,364
RFECA_SVR(k=20),0.3,3,3,2.902364828246204,1.9607665259484655,332
RFECA_SVR(k=20),0.3,3,4,2.5524604213384006,1.8962499792227265,347
RFECA_SVR(k=20),0.3,3,5,2.8057380023824847,1.8009589023008112,360
SimpleMean,0.3,4,1,2.7274509084473597,1.986465297645991,362
SimpleMean,0.3,4,2,2.8270205050308475,2.1258945652916994,372
SimpleMean,0.3,4,3,2.8697775948195265,2.047721273819731,339
SimpleMean,0.3,4,4,2.7643743652387114,2.066431961254579,363
SimpleMean,0.3,4,5,2.962482799811132,2.122317917707333,343
"KNN(k=5,dist)",0.3,4,1,2.2992222921348167,1.5731573042490896,362
"KNN(k=5,dist)",0.3,4,2,2.1862785788504517,1.582123568578578,372
"KNN(k=5,dist)",0.3,4,3,2.271586172214219,1.435431214931449,339
"KNN(k=5,dist)",0.3,4,4,2.103080026858516,1.5165885299878694,363
"KNN(k=5,dist)",0.3,4,5,2.5069618786314045,1.586877984303737,343
RFECA_SVR(k=5),0.3,4,1,2.310801548486131,1.5537420098430152,362
RFECA_SVR(k=5),0.3,4,2,2.402381724764722,1.6441567910413133,372
RFECA_SVR(k=5),0.3,4,3,2.4664897646683506,1.6038473521485492,339
RFECA_SVR(k=5),0.3,4,4,2.5314796496050547,1.7165795910284085,363
RFECA_SVR(k=5),0.3,4,5,2.4587069295376103,1.6327146024906343,343
RFECA_SVR(k=10),0.3,4,1,2.5113521313836853,1.7581262015458865,362
RFECA_SVR(k=10),0.3,4,2,2.712332799871509,1.8347859577071146,372
RFECA_SVR(k=10),0.3,4,3,2.743716116987478,1.8476847738444822,339
RFECA_SVR(k=10),0.3,4,4,2.403692237570665,1.777229150368429,363
RFECA_SVR(k=10),0.3,4,5,2.5725178006831557,1.761616371941342,343
RFECA_SVR(k=20),0.3,4,1,2.6964520887707444,1.9259388490934612,362
RFECA_SVR(k=20),0.3,4,2,3.004457434003613,2.0533279031691616,372
RFECA_SVR(k=20),0.3,4,3,3.121856174167456,2.091001066261132,339
RFECA_SVR(k=20),0.3,4,4,2.663219049346466,1.9053968647298445,363
RFECA_SVR(k=20),0.3,4,5,2.972087975778745,2.099611345090207,343
SimpleMean,0.3,5,1,2.5510996993189785,1.898870550039469,350
SimpleMean,0.3,5,2,2.940668751196045,2.1262638367377735,359
SimpleMean,0.3,5,3,2.8482422980129853,2.0314685013136784,349
SimpleMean,0.3,5,4,2.6121581081702967,1.9879479941997307,331
SimpleMean,0.3,5,5,2.8162579364614593,1.9847675541965486,350
"KNN(k=5,dist)",0.3,5,1,1.8665951245497936,1.23157306150578,350
"KNN(k=5,dist)",0.3,5,2,2.208547894739356,1.4817030047470605,359
"KNN(k=5,dist)",0.3,5,3,2.1107199948085347,1.3861197848302915,349
"KNN(k=5,dist)",0.3,5,4,1.923556883854507,1.3662453605005578,331
"KNN(k=5,dist)",0.3,5,5,2.23176775144969,1.4917887355004058,350
RFECA_SVR(k=5),0.3,5,1,2.2962718513070426,1.5206847387965912,350
RFECA_SVR(k=5),0.3,5,2,2.241148935047253,1.4973876338743204,359
RFECA_SVR(k=5),0.3,5,3,2.492933682353774,1.662841704824959,349
RFECA_SVR(k=5),0.3,5,4,2.1818168272604628,1.5215259584710625,331
RFECA_SVR(k=5),0.3,5,5,2.784735273090722,1.7017810353566585,350
RFECA_SVR(k=10),0.3,5,1,2.339708031646069,1.5883812021307508,350
RFECA_SVR(k=10),0.3,5,2,2.6793629643219847,1.8032809243171168,359
RFECA_SVR(k=10),0.3,5,3,2.672098387323507,1.8874707612783035,349
RFECA_SVR(k=10),0.3,5,4,2.2873729535805647,1.5740298598662865,331
RFECA_SVR(k=10),0.3,5,5,3.060525549508368,1.9012407738792312,350
RFECA_SVR(k=20),0.3,5,1,2.796779496122238,1.8807849363022218,350
RFECA_SVR(k=20),0.3,5,2,2.910209601624449,2.0413398752036684,359
RFECA_SVR(k=20),0.3,5,3,3.067369457757308,2.0073346136326364,349
RFECA_SVR(k=20),0.3,5,4,2.611338209555813,1.8442947740875442,331
RFECA_SVR(k=20),0.3,5,5,3.0395348561658966,1.9323302056183047,350
SimpleMean,0.3,6,1,2.7965739904530844,1.9808916293358165,357
SimpleMean,0.3,6,2,2.816251009886322,2.076752317312601,351
SimpleMean,0.3,6,3,2.85881456852029,2.057937905334755,363
SimpleMean,0.3,6,4,2.7428581533823575,2.0092470252869106,361
SimpleMean,0.3,6,5,2.7077815842465203,2.000499970401727,353
"KNN(k=5,dist)",0.3,6,1,2.13918442986242,1.4845128967080206,357
"KNN(k=5,dist)",0.3,6,2,2.0207003235287786,1.368452973902868,351
"KNN(k=5,dist)",0.3,6,3,2.188549598138193,1.4650374753660973,363
"KNN(k=5,dist)",0.3,6,4,2.0471057736190885,1.439816064035288,361
"KNN(k=5,dist)",0.3,6,5,2.1149092115219115,1.447087902441484,353
RFECA_SVR(k=5),0.3,6,1,2.302353585854173,1.5402408413441726,357
RFECA_SVR(k=5),0.3,6,2,2.2939319916271637,1.548566772844783,351
RFECA_SVR(k=5),0.3,6,3,2.2186100743348978,1.5794901160450487,363
RFECA_SVR(k=5),0.3,6,4,2.1633275988250475,1.507876482736767,361
RFECA_SVR(k=5),0.3,6,5,2.2676841918120316,1.5275504073620898,353
RFECA_SVR(k=10),0.3,6,1,2.356698585581407,1.5556375082064617,357
