stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
classification,"KNN(k=5,dist)",0.0,4,1,1286,322,0,2482517692816,n/a,False
classification,"KNN(k=5,dist)",0.0,4,2,1286,322,0,2482842880912,n/a,False
classification,"KNN(k=5,dist)",0.0,4,3,1286,322,0,2482808235088,n/a,False
classification,"KNN(k=5,dist)",0.0,4,4,1287,321,0,2482808749328,n/a,False
classification,"KNN(k=5,dist)",0.0,4,5,1287,321,0,2482705798672,n/a,False
classification,RFECA_SVR(k=5),0.0,4,1,1286,322,0,2482551891664,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,4,2,1286,322,0,2482688182768,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,4,3,1286,322,0,2482619477680,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,4,4,1287,321,0,2482653680752,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,4,5,1287,321,0,2482653657392,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,4,1,1286,322,0,2482976677840,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,4,2,1286,322,0,2482739348656,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,4,3,1286,322,0,2482740240560,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,4,4,1287,321,0,2483093014128,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,4,5,1287,321,0,2483093787536,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,4,1,1286,322,0,2483226726640,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,4,2,1286,322,0,2483227085072,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,4,3,1286,322,0,2483227286384,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,4,4,1287,321,0,2483343621296,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,4,5,1287,321,0,2483343959536,training_fold_X.corr(),False
imputation,SimpleMean,0.0,5,1,1286,322,0,2482517740896,n/a,False
imputation,SimpleMean,0.0,5,2,1286,322,0,2482517740368,n/a,False
imputation,SimpleMean,0.0,5,3,1286,322,0,2482517743536,n/a,False
imputation,SimpleMean,0.0,5,4,1287,321,0,2482517741600,n/a,False
imputation,SimpleMean,0.0,5,5,1287,321,0,2482517742128,n/a,False
imputation,"KNN(k=5,dist)",0.0,5,1,1286,322,0,2482774229072,n/a,False
imputation,"KNN(k=5,dist)",0.0,5,2,1286,322,0,2482774229264,n/a,False
imputation,"KNN(k=5,dist)",0.0,5,3,1286,322,0,2482774229456,n/a,False
imputation,"KNN(k=5,dist)",0.0,5,4,1287,321,0,2482774229648,n/a,False
imputation,"KNN(k=5,dist)",0.0,5,5,1287,321,0,2482774229840,n/a,False
imputation,RFECA_SVR(k=5),0.0,5,1,1286,322,0,2482842110224,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,5,2,1286,322,0,2482842123888,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,5,3,1286,322,0,2482842109776,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,5,4,1287,321,0,2482842123440,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,5,5,1287,321,0,2482842123216,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,5,1,1286,322,0,2482842122992,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,5,2,1286,322,0,2482842122768,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,5,3,1286,322,0,2482842122544,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,5,4,1287,321,0,2482842122320,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,5,5,1287,321,0,2482842122096,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,5,1,1286,322,0,2482842121872,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,5,2,1286,322,0,2482842121648,training_fold_X.corr(),False
