cohort,mechanism,missing_rate,metric,higher_is_better,method_a,method_b,mean_a,mean_b,delta_a_minus_b,delta_ci95_low,delta_ci95_high,wilcoxon_stat,p_value,rank_biserial_r,n_pairs,n_boot,note,p_holm
metabric,mcar,0.05,corr_rv,True,SimpleMean,RFECA_SVR(k=10),0.9985714920820682,0.9994263158697696,-0.0008548237877013,-0.0008980097158831,-0.0008101472879596,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,SimpleMean,RFECA_SVR(k=20),0.9985714920820682,0.9994486358123824,-0.0008771437303144,-0.0009144533639526,-0.0008408406803679,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=5),0.9994371221355808,0.9993813614743444,5.576066123621493e-05,4.135407589339752e-05,7.111053920639071e-05,0.0,0.001953125,1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=10),0.9994371221355808,0.9994263158697696,1.0806265811325045e-05,-1.2338680780060728e-06,2.202780149209077e-05,13.0,0.16015625,0.5272727272727273,10,5000,,0.3203125
metabric,mcar,0.05,corr_rv,True,"KNN(k=5,dist)",RFECA_SVR(k=20),0.9994371221355808,0.9994486358123824,-1.151367680178872e-05,-2.8379069395632894e-05,5.828147619806845e-06,16.0,0.275390625,-0.4181818181818182,10,5000,,0.3203125
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=10),0.9993813614743444,0.9994263158697696,-4.495439542488989e-05,-5.279561659959409e-05,-3.770382893453883e-05,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=5),RFECA_SVR(k=20),0.9993813614743444,0.9994486358123824,-6.727433803800364e-05,-8.723497629672727e-05,-5.032232711055576e-05,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=5),MissForest,0.9993813614743444,0.9995316108810928,-0.0001502494067481,-0.0001665355447533,-0.0001354599892109,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=10),RFECA_SVR(k=20),0.9994263158697696,0.9994486358123824,-2.2319942613113765e-05,-3.733579725477637e-05,-8.339563597787319e-06,3.0,0.009765625,-0.8909090909090909,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=10),MissForest,0.9994263158697696,0.9995316108810928,-0.0001052950113232,-0.0001146389082835,-9.470788137775996e-05,0.0,0.001953125,-1.0,10,5000,,0.029296875
metabric,mcar,0.05,corr_rv,True,RFECA_SVR(k=20),MissForest,0.9994486358123824,0.9995316108810928,-8.297506871014493e-05,-9.77783278119046e-05,-6.906953299899821e-05,0.0,0.001953125,-1.0,10,5000,,0.029296875
