stage,imputer,missing_rate,replicate,fold,n_train,n_test,train_test_overlap,imputer_object_id,correlation_source,has_corr_csv_path
classification,SimpleMean,0.0,0,2,93,24,0,1864570725216,n/a,False
classification,SimpleMean,0.0,0,3,94,23,0,1864570289744,n/a,False
classification,SimpleMean,0.0,0,4,94,23,0,1864572010576,n/a,False
classification,SimpleMean,0.0,0,5,94,23,0,1864571067744,n/a,False
classification,"KNN(k=5,dist)",0.0,0,1,93,24,0,1864570727120,n/a,False
classification,"KNN(k=5,dist)",0.0,0,2,93,24,0,1864570727664,n/a,False
classification,"KNN(k=5,dist)",0.0,0,3,94,23,0,1864572012112,n/a,False
classification,"KNN(k=5,dist)",0.0,0,4,94,23,0,1864570287440,n/a,False
classification,"KNN(k=5,dist)",0.0,0,5,94,23,0,1864607828880,n/a,False
classification,RFECA_SVR(k=5),0.0,0,1,93,24,0,1864625051184,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,2,93,24,0,1864625454704,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,3,94,23,0,1864625757040,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,4,94,23,0,1864626093232,training_fold_X.corr(),False
classification,RFECA_SVR(k=5),0.0,0,5,94,23,0,1864626415312,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,1,93,24,0,1864625050960,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,2,93,24,0,1864627089520,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,3,94,23,0,1864627443248,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,4,94,23,0,1864627747568,training_fold_X.corr(),False
classification,RFECA_SVR(k=10),0.0,0,5,94,23,0,1864628117680,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,1,93,24,0,1864628455024,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,2,93,24,0,1864645405488,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,3,94,23,0,1864645742832,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,4,94,23,0,1864646014384,training_fold_X.corr(),False
classification,RFECA_SVR(k=20),0.0,0,5,94,23,0,1864646400880,training_fold_X.corr(),False
imputation,SimpleMean,0.0,1,1,93,24,0,1864607838480,n/a,False
imputation,SimpleMean,0.0,1,2,93,24,0,1864646522512,n/a,False
imputation,SimpleMean,0.0,1,3,94,23,0,1864646522960,n/a,False
imputation,SimpleMean,0.0,1,4,94,23,0,1864570943584,n/a,False
imputation,SimpleMean,0.0,1,5,94,23,0,1864627852624,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,1,93,24,0,1864607837280,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,2,93,24,0,1864646522736,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,3,94,23,0,1864646523408,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,4,94,23,0,1864570936304,n/a,False
imputation,"KNN(k=5,dist)",0.0,1,5,94,23,0,1864627167952,n/a,False
imputation,RFECA_SVR(k=5),0.0,1,1,93,24,0,1864646523632,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,2,93,24,0,1864646523856,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,3,94,23,0,1864646524080,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,4,94,23,0,1864646524304,training_fold_X.corr(),False
imputation,RFECA_SVR(k=5),0.0,1,5,94,23,0,1864646524528,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,1,93,24,0,1864646523184,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,2,93,24,0,1864646522064,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,3,94,23,0,1864646521840,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,4,94,23,0,1864646934608,training_fold_X.corr(),False
imputation,RFECA_SVR(k=10),0.0,1,5,94,23,0,1864646935280,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,1,93,24,0,1864646935504,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,2,93,24,0,1864646935728,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,3,94,23,0,1864646935952,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,4,94,23,0,1864646936176,training_fold_X.corr(),False
imputation,RFECA_SVR(k=20),0.0,1,5,94,23,0,1864646936400,training_fold_X.corr(),False
classification,SimpleMean,0.0,1,1,93,24,0,1864646502608,n/a,False
classification,SimpleMean,0.0,1,2,93,24,0,1864570708480,n/a,False
classification,SimpleMean,0.0,1,3,94,23,0,1864570708832,n/a,False
classification,SimpleMean,0.0,1,4,94,23,0,1864570709184,n/a,False
classification,SimpleMean,0.0,1,5,94,23,0,1864570709536,n/a,False
classification,"KNN(k=5,dist)",0.0,1,1,93,24,0,1864646502416,n/a,False
classification,"KNN(k=5,dist)",0.0,1,2,93,24,0,1864648025360,n/a,False
classification,"KNN(k=5,dist)",0.0,1,3,94,23,0,1864648654288,n/a,False
classification,"KNN(k=5,dist)",0.0,1,4,94,23,0,1864648955600,n/a,False
classification,"KNN(k=5,dist)",0.0,1,5,94,23,0,1864649322384,n/a,False
classification,RFECA_SVR(k=5),0.0,1,1,93,24,0,1864666772240,training_fold_X.corr(),False
